date,agent_id,model,input_tokens,output_tokens,cost_usd,requests
2026-01-07,AGT-0003,gemini-1.5-pro,1151,620,0.0105,1
2026-01-08,AGT-0003,llama-3.1-8b,1062,572,0.0003,1
2026-01-09,AGT-0003,mistral-large,880,474,0.0046,0
2026-01-10,AGT-0003,llama-3.1-8b,247,133,0.0001,0
2026-01-11,AGT-0003,gemini-1.5-pro,518,279,0.0047,0
2026-01-12,AGT-0003,llama-3.1-8b,1264,680,0.0004,1
2026-01-13,AGT-0003,llama-3.1-8b,711,383,0.0002,0
2026-01-14,AGT-0003,gemini-1.5-pro,724,390,0.0066,0
2026-01-15,AGT-0003,mistral-large,625,336,0.0033,0
2026-01-16,AGT-0003,mistral-large,826,444,0.0043,0
2026-01-17,AGT-0003,llama-3.1-8b,324,174,0.0001,0
2026-01-18,AGT-0003,llama-3.1-8b,270,145,0.0001,0
2026-01-19,AGT-0003,llama-3.1-8b,1334,718,0.0004,1
2026-01-20,AGT-0003,mistral-large,1070,576,0.0056,1
2026-01-21,AGT-0003,mistral-large,594,320,0.0031,0
2026-01-22,AGT-0003,gemini-1.5-pro,1252,674,0.0115,1
2026-01-23,AGT-0003,gemini-1.5-pro,1214,654,0.0111,1
2026-01-24,AGT-0003,llama-3.1-8b,509,274,0.0002,0
2026-01-25,AGT-0003,gemini-1.5-pro,301,162,0.0028,0
2026-01-26,AGT-0003,mistral-large,956,514,0.005,0
2026-01-27,AGT-0003,gemini-1.5-pro,929,500,0.0085,0
2026-01-28,AGT-0003,llama-3.1-8b,1053,567,0.0003,1
2026-01-29,AGT-0003,mistral-large,1273,685,0.0067,1
2026-01-30,AGT-0003,gemini-1.5-pro,1068,575,0.0098,1
2026-01-31,AGT-0003,llama-3.1-8b,489,263,0.0002,0
2026-02-01,AGT-0003,llama-3.1-8b,249,134,0.0001,0
2026-02-02,AGT-0003,mistral-large,627,338,0.0033,0
2026-02-03,AGT-0003,llama-3.1-8b,613,330,0.0002,0
2026-02-04,AGT-0003,gemini-1.5-pro,1105,595,0.0101,1
2026-02-05,AGT-0003,llama-3.1-8b,817,440,0.0003,0
2026-02-06,AGT-0003,mistral-large,623,335,0.0033,0
2026-02-07,AGT-0003,llama-3.1-8b,544,292,0.0002,0
2026-02-08,AGT-0003,gemini-1.5-pro,443,238,0.004,0
2026-02-09,AGT-0003,gemini-1.5-pro,1100,592,0.0101,1
2026-02-10,AGT-0003,gemini-1.5-pro,1049,564,0.0096,1
2026-02-11,AGT-0003,mistral-large,723,389,0.0038,0
2026-02-12,AGT-0003,mistral-large,1169,629,0.0061,1
2026-02-13,AGT-0003,llama-3.1-8b,1311,706,0.0004,1
2026-02-14,AGT-0003,mistral-large,473,255,0.0025,0
2026-02-15,AGT-0003,mistral-large,348,187,0.0018,0
2026-02-16,AGT-0003,mistral-large,1224,659,0.0064,1
2026-02-17,AGT-0003,llama-3.1-8b,1242,669,0.0004,1
2026-02-18,AGT-0003,llama-3.1-8b,813,437,0.0003,0
2026-02-19,AGT-0003,mistral-large,680,366,0.0036,0
2026-02-20,AGT-0003,mistral-large,841,453,0.0044,0
2026-02-21,AGT-0003,gemini-1.5-pro,397,214,0.0036,0
2026-02-22,AGT-0003,llama-3.1-8b,299,161,0.0001,0
2026-02-23,AGT-0003,gemini-1.5-pro,670,360,0.0061,0
2026-02-24,AGT-0003,gemini-1.5-pro,1348,726,0.0123,1
2026-02-25,AGT-0003,mistral-large,1355,729,0.0071,1
2026-02-26,AGT-0003,gemini-1.5-pro,1149,619,0.0105,1
2026-02-27,AGT-0003,gemini-1.5-pro,1313,707,0.012,1
2026-02-28,AGT-0003,gemini-1.5-pro,323,174,0.003,0
2026-03-01,AGT-0003,mistral-large,498,268,0.0026,0
2026-03-02,AGT-0003,gemini-1.5-pro,994,535,0.0091,1
2026-03-03,AGT-0003,llama-3.1-8b,861,463,0.0003,0
2026-03-04,AGT-0003,mistral-large,1064,573,0.0056,1
2026-03-05,AGT-0003,gemini-1.5-pro,990,533,0.0091,1
2026-03-06,AGT-0003,llama-3.1-8b,973,524,0.0003,0
2026-03-07,AGT-0003,llama-3.1-8b,509,274,0.0002,0
2026-03-08,AGT-0003,llama-3.1-8b,455,245,0.0001,0
2026-03-09,AGT-0003,llama-3.1-8b,586,315,0.0002,0
2026-03-10,AGT-0003,llama-3.1-8b,947,510,0.0003,0
2026-03-11,AGT-0003,llama-3.1-8b,1160,624,0.0004,1
2026-03-12,AGT-0003,mistral-large,1208,650,0.0063,1
2026-03-13,AGT-0003,mistral-large,907,488,0.0047,0
2026-03-14,AGT-0003,gemini-1.5-pro,343,184,0.0031,0
2026-03-15,AGT-0003,gemini-1.5-pro,300,161,0.0027,0
2026-03-16,AGT-0003,mistral-large,741,399,0.0039,0
2026-03-17,AGT-0003,llama-3.1-8b,783,421,0.0002,0
2026-03-18,AGT-0003,gemini-1.5-pro,825,444,0.0075,0
2026-03-19,AGT-0003,llama-3.1-8b,1013,545,0.0003,1
2026-03-20,AGT-0003,mistral-large,673,362,0.0035,0
2026-03-21,AGT-0003,gemini-1.5-pro,340,183,0.0031,0
2026-03-22,AGT-0003,llama-3.1-8b,411,221,0.0001,0
2026-03-23,AGT-0003,llama-3.1-8b,1233,664,0.0004,1
2026-03-24,AGT-0003,mistral-large,842,453,0.0044,0
2026-03-25,AGT-0003,mistral-large,1304,702,0.0068,1
2026-03-26,AGT-0003,llama-3.1-8b,1299,699,0.0004,1
2026-03-27,AGT-0003,mistral-large,1088,586,0.0057,1
2026-03-28,AGT-0003,mistral-large,282,152,0.0015,0
2026-03-29,AGT-0003,gemini-1.5-pro,512,275,0.0047,0
2026-03-30,AGT-0003,mistral-large,1283,691,0.0067,1
2026-03-31,AGT-0003,mistral-large,1196,644,0.0063,1
2026-04-01,AGT-0003,llama-3.1-8b,1308,704,0.0004,1
2026-04-02,AGT-0003,mistral-large,1236,665,0.0065,1
2026-04-03,AGT-0003,gemini-1.5-pro,1025,552,0.0094,1
2026-04-04,AGT-0003,gemini-1.5-pro,332,179,0.003,0
2026-04-05,AGT-0003,gemini-1.5-pro,239,129,0.0022,0
2026-04-06,AGT-0003,mistral-large,1119,602,0.0058,1
2026-04-07,AGT-0003,llama-3.1-8b,636,342,0.0002,0
2026-04-08,AGT-0003,llama-3.1-8b,803,432,0.0003,0
2026-04-09,AGT-0003,mistral-large,849,457,0.0044,0
2026-04-10,AGT-0003,llama-3.1-8b,1073,578,0.0003,1
2026-04-11,AGT-0003,mistral-large,412,221,0.0022,0
2026-04-12,AGT-0003,llama-3.1-8b,292,157,0.0001,0
2026-04-13,AGT-0003,mistral-large,1259,678,0.0066,1
2026-04-14,AGT-0003,mistral-large,1135,611,0.0059,1
2026-04-15,AGT-0003,mistral-large,1138,613,0.006,1
2026-04-16,AGT-0003,mistral-large,907,488,0.0047,0
2026-04-17,AGT-0003,mistral-large,1269,683,0.0066,1
2026-04-18,AGT-0003,mistral-large,374,201,0.002,0
2026-04-19,AGT-0003,mistral-large,301,162,0.0016,0
2026-04-20,AGT-0003,mistral-large,721,388,0.0038,0
2026-04-21,AGT-0003,llama-3.1-8b,1197,644,0.0004,1
2026-04-22,AGT-0003,mistral-large,1297,698,0.0068,1
2026-04-23,AGT-0003,mistral-large,979,527,0.0051,1
2026-04-24,AGT-0003,llama-3.1-8b,1290,695,0.0004,1
2026-04-25,AGT-0003,mistral-large,293,157,0.0015,0
2026-04-26,AGT-0003,gemini-1.5-pro,462,249,0.0042,0
2026-04-27,AGT-0003,mistral-large,827,445,0.0043,0
2026-04-28,AGT-0003,llama-3.1-8b,696,375,0.0002,0
2026-04-29,AGT-0003,gemini-1.5-pro,1226,660,0.0112,1
2026-04-30,AGT-0003,llama-3.1-8b,1112,599,0.0004,1
2026-05-01,AGT-0003,llama-3.1-8b,745,401,0.0002,0
2026-05-02,AGT-0003,gemini-1.5-pro,377,203,0.0035,0
2026-05-03,AGT-0003,llama-3.1-8b,503,271,0.0002,0
2026-05-04,AGT-0003,llama-3.1-8b,588,316,0.0002,0
2026-05-05,AGT-0003,gemini-1.5-pro,1120,603,0.0103,1
2026-05-06,AGT-0003,mistral-large,1265,681,0.0066,1
2026-05-07,AGT-0003,llama-3.1-8b,949,511,0.0003,0
2026-05-08,AGT-0003,gemini-1.5-pro,665,358,0.0061,0
2026-05-09,AGT-0003,llama-3.1-8b,466,251,0.0001,0
2026-05-10,AGT-0003,mistral-large,414,223,0.0022,0
2026-05-11,AGT-0003,llama-3.1-8b,1083,583,0.0003,1
2026-05-12,AGT-0003,llama-3.1-8b,835,449,0.0003,0
2026-05-13,AGT-0003,gemini-1.5-pro,808,435,0.0074,0
2026-05-14,AGT-0003,mistral-large,833,449,0.0044,0
2026-05-15,AGT-0003,mistral-large,1108,596,0.0058,1
2026-05-16,AGT-0003,mistral-large,280,151,0.0015,0
2026-05-17,AGT-0003,gemini-1.5-pro,269,145,0.0025,0
2026-05-18,AGT-0003,llama-3.1-8b,1021,550,0.0003,1
2026-05-19,AGT-0003,mistral-large,746,401,0.0039,0
2026-05-20,AGT-0003,mistral-large,1013,545,0.0053,1
2026-05-21,AGT-0003,gemini-1.5-pro,695,374,0.0064,0
2026-05-22,AGT-0003,gemini-1.5-pro,1212,652,0.0111,1
2026-05-23,AGT-0003,llama-3.1-8b,310,167,0.0001,0
2026-05-24,AGT-0003,mistral-large,331,178,0.0017,0
2026-05-25,AGT-0003,llama-3.1-8b,1006,542,0.0003,1
2026-05-26,AGT-0003,mistral-large,686,369,0.0036,0
2026-05-27,AGT-0003,llama-3.1-8b,1289,694,0.0004,1
2026-05-28,AGT-0003,llama-3.1-8b,667,359,0.0002,0
2026-05-29,AGT-0003,mistral-large,652,351,0.0034,0
2026-05-30,AGT-0003,gemini-1.5-pro,289,156,0.0026,0
2025-12-02,AGT-0004,claude-haiku-4-5,25603,13786,0.0756,26
2025-12-03,AGT-0004,claude-haiku-4-5,24744,13323,0.0731,25
2025-12-04,AGT-0004,claude-opus-4-7,18655,10045,1.0332,19
2025-12-05,AGT-0004,claude-sonnet-4-6,16574,8924,0.1836,16
2025-12-06,AGT-0004,claude-haiku-4-5,9128,4915,0.027,9
2025-12-07,AGT-0004,claude-sonnet-4-6,9730,5239,0.1078,9
2025-12-08,AGT-0004,claude-opus-4-7,26889,14478,1.4892,27
2025-12-09,AGT-0004,claude-sonnet-4-6,20557,11069,0.2277,21
2025-12-10,AGT-0004,claude-haiku-4-5,24380,13127,0.072,25
2025-12-11,AGT-0004,claude-opus-4-7,19005,10233,1.0526,19
2025-12-12,AGT-0004,claude-haiku-4-5,16542,8907,0.0489,16
2025-12-13,AGT-0004,claude-opus-4-7,9111,4906,0.5046,9
2025-12-14,AGT-0004,claude-sonnet-4-6,7616,4101,0.0844,7
2025-12-15,AGT-0004,claude-haiku-4-5,13942,7507,0.0412,14
2025-12-16,AGT-0004,claude-opus-4-7,15725,8467,0.8709,16
2025-12-17,AGT-0004,claude-haiku-4-5,17816,9593,0.0526,18
2025-12-18,AGT-0004,claude-opus-4-7,26009,14005,1.4405,26
2025-12-19,AGT-0004,claude-opus-4-7,24004,12925,1.3294,24
2025-12-20,AGT-0004,claude-sonnet-4-6,7508,4043,0.0832,7
2025-12-21,AGT-0004,claude-sonnet-4-6,5087,2739,0.0563,5
2025-12-22,AGT-0004,claude-opus-4-7,17182,9252,0.9516,17
2025-12-23,AGT-0004,claude-opus-4-7,24893,13404,1.3787,25
2025-12-24,AGT-0004,claude-haiku-4-5,23679,12750,0.0699,24
2025-12-25,AGT-0004,claude-haiku-4-5,20664,11127,0.061,21
2025-12-26,AGT-0004,claude-haiku-4-5,13305,7164,0.0393,13
2025-12-27,AGT-0004,claude-opus-4-7,9651,5197,0.5345,9
2025-12-28,AGT-0004,claude-sonnet-4-6,8150,4388,0.0903,8
2025-12-29,AGT-0004,claude-haiku-4-5,24061,12956,0.0711,24
2025-12-30,AGT-0004,claude-haiku-4-5,18891,10172,0.0558,19
2025-12-31,AGT-0004,claude-haiku-4-5,18149,9772,0.0536,18
2026-01-01,AGT-0004,claude-sonnet-4-6,15501,8347,0.1717,15
2026-01-02,AGT-0004,claude-opus-4-7,26892,14480,1.4894,27
2026-01-03,AGT-0004,claude-sonnet-4-6,5092,2741,0.0564,5
2026-01-04,AGT-0004,claude-haiku-4-5,9758,5254,0.0288,10
2026-01-05,AGT-0004,claude-opus-4-7,18425,9921,1.0204,18
2026-01-06,AGT-0004,claude-opus-4-7,20548,11064,1.138,21
2026-01-07,AGT-0004,claude-sonnet-4-6,20194,10874,0.2237,20
2026-01-08,AGT-0004,claude-haiku-4-5,14400,7753,0.0425,14
2026-01-09,AGT-0004,claude-haiku-4-5,12915,6954,0.0381,13
2026-01-10,AGT-0004,claude-opus-4-7,8262,4449,0.4576,8
2026-01-11,AGT-0004,claude-haiku-4-5,5393,2904,0.0159,5
2026-01-12,AGT-0004,claude-haiku-4-5,18921,10188,0.0559,19
2026-01-13,AGT-0004,claude-opus-4-7,13223,7120,0.7323,13
2026-01-14,AGT-0004,claude-opus-4-7,14448,7779,0.8001,14
2026-01-15,AGT-0004,claude-sonnet-4-6,12785,6884,0.1416,13
2026-01-16,AGT-0004,claude-haiku-4-5,22393,12058,0.0661,22
2026-01-17,AGT-0004,claude-opus-4-7,9493,5111,0.5257,9
2026-01-18,AGT-0004,claude-haiku-4-5,6723,3620,0.0199,6
2026-01-19,AGT-0004,claude-sonnet-4-6,21998,11845,0.2437,22
2026-01-20,AGT-0004,claude-sonnet-4-6,15094,8127,0.1672,15
2026-01-21,AGT-0004,claude-haiku-4-5,25541,13752,0.0754,26
2026-01-22,AGT-0004,claude-sonnet-4-6,24333,13102,0.2695,24
2026-01-23,AGT-0004,claude-opus-4-7,22009,11851,1.219,22
2026-01-24,AGT-0004,claude-opus-4-7,7995,4305,0.4428,8
2026-01-25,AGT-0004,claude-opus-4-7,8521,4588,0.4719,8
2026-01-26,AGT-0004,claude-haiku-4-5,14752,7943,0.0436,15
2026-01-27,AGT-0004,claude-opus-4-7,25387,13670,1.4061,26
2026-01-28,AGT-0004,claude-haiku-4-5,20596,11090,0.0608,21
2026-01-29,AGT-0004,claude-opus-4-7,16450,8858,0.9111,16
2026-01-30,AGT-0004,claude-opus-4-7,22897,12329,1.2681,23
2026-01-31,AGT-0004,claude-haiku-4-5,10859,5847,0.0321,11
2026-02-01,AGT-0004,claude-haiku-4-5,4730,2547,0.014,4
2026-02-02,AGT-0004,claude-sonnet-4-6,18005,9695,0.1994,18
2026-02-03,AGT-0004,claude-sonnet-4-6,24999,13461,0.2769,25
2026-02-04,AGT-0004,claude-haiku-4-5,17459,9401,0.0516,17
2026-02-05,AGT-0004,claude-sonnet-4-6,26799,14430,0.2968,27
2026-02-06,AGT-0004,claude-opus-4-7,22672,12208,1.2557,23
2026-02-07,AGT-0004,claude-opus-4-7,5364,2888,0.2971,5
2026-02-08,AGT-0004,claude-sonnet-4-6,10081,5428,0.1117,10
2026-02-09,AGT-0004,claude-haiku-4-5,18434,9926,0.0545,18
2026-02-10,AGT-0004,claude-opus-4-7,17850,9611,0.9886,18
2026-02-11,AGT-0004,claude-opus-4-7,22803,12278,1.2629,23
2026-02-12,AGT-0004,claude-haiku-4-5,17652,9505,0.0521,18
2026-02-13,AGT-0004,claude-sonnet-4-6,14994,8074,0.1661,15
2026-02-14,AGT-0004,claude-sonnet-4-6,7643,4115,0.0847,7
2026-02-15,AGT-0004,claude-opus-4-7,8145,4386,0.4511,8
2026-02-16,AGT-0004,claude-sonnet-4-6,24803,13355,0.2747,25
2026-02-17,AGT-0004,claude-haiku-4-5,16200,8723,0.0479,16
2026-02-18,AGT-0004,claude-sonnet-4-6,13658,7354,0.1513,14
2026-02-19,AGT-0004,claude-sonnet-4-6,12819,6902,0.142,13
2026-02-20,AGT-0004,claude-opus-4-7,13946,7509,0.7724,14
2026-02-21,AGT-0004,claude-sonnet-4-6,8785,4730,0.0973,9
2026-02-22,AGT-0004,claude-haiku-4-5,5208,2804,0.0154,5
2026-02-23,AGT-0004,claude-opus-4-7,24272,13069,1.3443,24
2026-02-24,AGT-0004,claude-haiku-4-5,25639,13806,0.0757,26
2026-02-25,AGT-0004,claude-opus-4-7,21129,11377,1.1702,21
2026-02-26,AGT-0004,claude-opus-4-7,21422,11535,1.1865,21
2026-02-27,AGT-0004,claude-haiku-4-5,19646,10579,0.058,20
2026-02-28,AGT-0004,claude-opus-4-7,9797,5275,0.5426,10
2026-03-01,AGT-0004,claude-sonnet-4-6,6897,3713,0.0764,7
2026-03-02,AGT-0004,claude-sonnet-4-6,18326,9868,0.203,18
2026-03-03,AGT-0004,claude-haiku-4-5,20715,11154,0.0612,21
2026-03-04,AGT-0004,claude-haiku-4-5,15393,8288,0.0455,15
2026-03-05,AGT-0004,claude-haiku-4-5,15900,8561,0.047,16
2026-03-06,AGT-0004,claude-sonnet-4-6,20691,11141,0.2292,21
2026-03-07,AGT-0004,claude-haiku-4-5,10784,5806,0.0319,11
2026-03-08,AGT-0004,claude-opus-4-7,7695,4143,0.4261,7
2026-03-09,AGT-0004,claude-opus-4-7,13465,7250,0.7457,13
2026-03-10,AGT-0004,claude-sonnet-4-6,26703,14378,0.2958,27
2026-03-11,AGT-0004,claude-haiku-4-5,13916,7493,0.0411,14
2026-03-12,AGT-0004,claude-opus-4-7,19911,10721,1.1027,20
2026-03-13,AGT-0004,claude-sonnet-4-6,18953,10205,0.2099,19
2026-03-14,AGT-0004,claude-haiku-4-5,7945,4278,0.0235,8
2026-03-15,AGT-0004,claude-opus-4-7,5231,2817,0.2897,5
2026-03-16,AGT-0004,claude-haiku-4-5,21538,11597,0.0636,22
2026-03-17,AGT-0004,claude-sonnet-4-6,26682,14367,0.2956,27
2026-03-18,AGT-0004,claude-haiku-4-5,22371,12046,0.0661,22
2026-03-19,AGT-0004,claude-opus-4-7,24150,13004,1.3376,24
2026-03-20,AGT-0004,claude-opus-4-7,21263,11449,1.1776,21
2026-03-21,AGT-0004,claude-sonnet-4-6,8018,4317,0.0888,8
2026-03-22,AGT-0004,claude-haiku-4-5,7605,4095,0.0225,7
2026-03-23,AGT-0004,claude-haiku-4-5,25834,13910,0.0763,26
2026-03-24,AGT-0004,claude-opus-4-7,23147,12464,1.282,23
2026-03-25,AGT-0004,claude-opus-4-7,17205,9264,0.9529,17
2026-03-26,AGT-0004,claude-sonnet-4-6,16211,8729,0.1796,16
2026-03-27,AGT-0004,claude-haiku-4-5,22542,12138,0.0666,23
2026-03-28,AGT-0004,claude-haiku-4-5,9356,5038,0.0276,9
2026-03-29,AGT-0004,claude-opus-4-7,9578,5157,0.5304,9
2026-03-30,AGT-0004,claude-opus-4-7,12658,6815,0.701,12
2026-03-31,AGT-0004,claude-haiku-4-5,20719,11156,0.0612,21
2026-04-01,AGT-0004,claude-opus-4-7,12505,6733,0.6926,12
2026-04-02,AGT-0004,claude-haiku-4-5,24318,13094,0.0718,24
2026-04-03,AGT-0004,claude-opus-4-7,12125,6529,0.6716,12
2026-04-04,AGT-0004,claude-haiku-4-5,5194,2797,0.0153,5
2026-04-05,AGT-0004,claude-opus-4-7,5159,2778,0.2857,5
2026-04-06,AGT-0004,claude-haiku-4-5,15631,8417,0.0462,16
2026-04-07,AGT-0004,claude-opus-4-7,16083,8660,0.8907,16
2026-04-08,AGT-0004,claude-sonnet-4-6,11921,6419,0.132,12
2026-04-09,AGT-0004,claude-haiku-4-5,21119,11372,0.0624,21
2026-04-10,AGT-0004,claude-haiku-4-5,23227,12507,0.0686,23
2026-04-11,AGT-0004,claude-sonnet-4-6,7467,4020,0.0827,7
2026-04-12,AGT-0004,claude-haiku-4-5,6310,3397,0.0186,6
2026-04-13,AGT-0004,claude-sonnet-4-6,15384,8284,0.1704,15
2026-04-14,AGT-0004,claude-sonnet-4-6,24170,13014,0.2677,24
2026-04-15,AGT-0004,claude-sonnet-4-6,17048,9179,0.1888,17
2026-04-16,AGT-0004,claude-haiku-4-5,26790,14425,0.0791,27
2026-04-17,AGT-0004,claude-sonnet-4-6,26269,14145,0.291,26
2026-04-18,AGT-0004,claude-opus-4-7,9906,5334,0.5486,10
2026-04-19,AGT-0004,claude-sonnet-4-6,9487,5108,0.1051,9
2026-04-20,AGT-0004,claude-haiku-4-5,22006,11849,0.065,22
2026-04-21,AGT-0004,claude-sonnet-4-6,21646,11655,0.2398,22
2026-04-22,AGT-0004,claude-opus-4-7,20713,11153,1.1472,21
2026-04-23,AGT-0004,claude-opus-4-7,12547,6756,0.6949,12
2026-04-24,AGT-0004,claude-sonnet-4-6,23485,12646,0.2601,24
2026-04-25,AGT-0004,claude-opus-4-7,5007,2696,0.2773,5
2026-04-26,AGT-0004,claude-opus-4-7,7168,3859,0.3969,7
2026-04-27,AGT-0004,claude-haiku-4-5,19129,10300,0.0565,19
2026-04-28,AGT-0004,claude-haiku-4-5,15345,8262,0.0453,15
2026-04-29,AGT-0004,claude-opus-4-7,22707,12227,1.2576,23
2026-04-30,AGT-0004,claude-haiku-4-5,15796,8506,0.0467,16
2026-05-01,AGT-0004,claude-sonnet-4-6,25276,13610,0.28,25
2026-05-02,AGT-0004,claude-opus-4-7,6482,3490,0.359,6
2026-05-03,AGT-0004,claude-opus-4-7,7063,3803,0.3912,7
2026-05-04,AGT-0004,claude-haiku-4-5,26703,14378,0.0789,27
2026-05-05,AGT-0004,claude-sonnet-4-6,26611,14329,0.2948,27
2026-05-06,AGT-0004,claude-haiku-4-5,26016,14008,0.0768,26
2026-05-07,AGT-0004,claude-opus-4-7,17219,9272,0.9537,17
2026-05-08,AGT-0004,claude-haiku-4-5,21223,11428,0.0627,21
2026-05-09,AGT-0004,claude-opus-4-7,10036,5404,0.5558,10
2026-05-10,AGT-0004,claude-sonnet-4-6,6366,3428,0.0705,6
2026-05-11,AGT-0004,claude-haiku-4-5,15683,8444,0.0463,16
2026-05-12,AGT-0004,claude-haiku-4-5,17801,9585,0.0526,18
2026-05-13,AGT-0004,claude-haiku-4-5,23385,12592,0.0691,23
2026-05-14,AGT-0004,claude-sonnet-4-6,22181,11943,0.2457,22
2026-05-15,AGT-0004,claude-haiku-4-5,19811,10667,0.0585,20
2026-05-16,AGT-0004,claude-sonnet-4-6,8987,4839,0.0995,9
2026-05-17,AGT-0004,claude-sonnet-4-6,6634,3572,0.0735,6
2026-05-18,AGT-0004,claude-sonnet-4-6,22195,11951,0.2459,22
2026-05-19,AGT-0004,claude-sonnet-4-6,11886,6400,0.1317,12
2026-05-20,AGT-0004,claude-haiku-4-5,19894,10712,0.0588,20
2026-05-21,AGT-0004,claude-sonnet-4-6,18656,10045,0.2066,19
2026-05-22,AGT-0004,claude-opus-4-7,23013,12392,1.2746,23
2026-05-23,AGT-0004,claude-sonnet-4-6,5884,3168,0.0652,6
2026-05-24,AGT-0004,claude-sonnet-4-6,8545,4601,0.0947,8
2026-05-25,AGT-0004,claude-haiku-4-5,26340,14183,0.0778,27
2026-05-26,AGT-0004,claude-sonnet-4-6,25645,13809,0.2841,26
2026-05-27,AGT-0004,claude-haiku-4-5,26527,14284,0.0784,27
2026-05-28,AGT-0004,claude-sonnet-4-6,13599,7323,0.1506,13
2026-05-29,AGT-0004,claude-haiku-4-5,13047,7025,0.0385,13
2026-05-30,AGT-0004,claude-haiku-4-5,5490,2956,0.0162,5
2025-12-02,AGT-0005,gemini-1.5-pro,1180,635,0.0108,1
2025-12-03,AGT-0005,llama-3.1-8b,1026,552,0.0003,1
2025-12-04,AGT-0005,gemini-1.5-pro,1283,691,0.0117,1
2025-12-05,AGT-0005,mistral-large,728,392,0.0038,0
2025-12-06,AGT-0005,llama-3.1-8b,379,204,0.0001,0
2025-12-07,AGT-0005,mistral-large,433,233,0.0023,0
2025-12-08,AGT-0005,gemini-1.5-pro,1185,638,0.0108,1
2025-12-09,AGT-0005,mistral-large,1289,694,0.0067,1
2025-12-10,AGT-0005,llama-3.1-8b,785,423,0.0002,0
2025-12-11,AGT-0005,llama-3.1-8b,801,431,0.0003,0
2025-12-12,AGT-0005,mistral-large,883,475,0.0046,0
2025-12-13,AGT-0005,mistral-large,544,293,0.0028,0
2025-12-14,AGT-0005,mistral-large,532,286,0.0028,0
2025-12-15,AGT-0005,llama-3.1-8b,723,389,0.0002,0
2025-12-16,AGT-0005,llama-3.1-8b,968,521,0.0003,0
2025-12-17,AGT-0005,llama-3.1-8b,1061,571,0.0003,1
2025-12-18,AGT-0005,llama-3.1-8b,1088,586,0.0003,1
2025-12-19,AGT-0005,mistral-large,697,375,0.0036,0
2025-12-20,AGT-0005,gemini-1.5-pro,302,162,0.0028,0
2025-12-21,AGT-0005,mistral-large,267,143,0.0014,0
2025-12-22,AGT-0005,llama-3.1-8b,1143,615,0.0004,1
2025-12-23,AGT-0005,llama-3.1-8b,612,329,0.0002,0
2025-12-24,AGT-0005,mistral-large,1030,554,0.0054,1
2025-12-25,AGT-0005,llama-3.1-8b,1191,641,0.0004,1
2025-12-26,AGT-0005,llama-3.1-8b,1284,691,0.0004,1
2025-12-27,AGT-0005,llama-3.1-8b,437,235,0.0001,0
2025-12-28,AGT-0005,gemini-1.5-pro,525,282,0.0048,0
2025-12-29,AGT-0005,llama-3.1-8b,889,479,0.0003,0
2025-12-30,AGT-0005,mistral-large,1131,609,0.0059,1
2025-12-31,AGT-0005,gemini-1.5-pro,1033,556,0.0095,1
2026-01-01,AGT-0005,mistral-large,1136,612,0.0059,1
2026-01-02,AGT-0005,mistral-large,957,515,0.005,0
2026-01-03,AGT-0005,llama-3.1-8b,497,267,0.0002,0
2026-01-04,AGT-0005,llama-3.1-8b,402,216,0.0001,0
2026-01-05,AGT-0005,gemini-1.5-pro,884,476,0.0081,0
2026-01-06,AGT-0005,mistral-large,1223,658,0.0064,1
2026-01-07,AGT-0005,gemini-1.5-pro,679,365,0.0062,0
2026-01-08,AGT-0005,mistral-large,1314,707,0.0069,1
2026-01-09,AGT-0005,mistral-large,845,455,0.0044,0
2026-01-10,AGT-0005,gemini-1.5-pro,358,193,0.0033,0
2026-01-11,AGT-0005,gemini-1.5-pro,545,293,0.005,0
2026-01-12,AGT-0005,gemini-1.5-pro,655,353,0.006,0
2026-01-13,AGT-0005,mistral-large,1250,673,0.0065,1
2026-01-14,AGT-0005,mistral-large,647,348,0.0034,0
2026-01-15,AGT-0005,mistral-large,1178,634,0.0062,1
2026-01-16,AGT-0005,llama-3.1-8b,1090,587,0.0003,1
2026-01-17,AGT-0005,mistral-large,406,219,0.0021,0
2026-01-18,AGT-0005,mistral-large,440,237,0.0023,0
2026-01-19,AGT-0005,llama-3.1-8b,1127,607,0.0004,1
2026-01-20,AGT-0005,mistral-large,1076,579,0.0056,1
2026-01-21,AGT-0005,gemini-1.5-pro,964,519,0.0088,0
2026-01-22,AGT-0005,llama-3.1-8b,926,498,0.0003,0
2026-01-23,AGT-0005,llama-3.1-8b,694,373,0.0002,0
2026-01-24,AGT-0005,gemini-1.5-pro,241,130,0.0022,0
2026-01-25,AGT-0005,mistral-large,308,166,0.0016,0
2026-01-26,AGT-0005,gemini-1.5-pro,634,341,0.0058,0
2026-01-27,AGT-0005,mistral-large,1086,585,0.0057,1
2026-01-28,AGT-0005,mistral-large,1001,539,0.0052,1
2026-01-29,AGT-0005,llama-3.1-8b,1338,720,0.0004,1
2026-01-30,AGT-0005,llama-3.1-8b,613,330,0.0002,0
2026-01-31,AGT-0005,gemini-1.5-pro,339,182,0.0031,0
2026-02-01,AGT-0005,llama-3.1-8b,247,133,0.0001,0
2026-02-02,AGT-0005,gemini-1.5-pro,750,403,0.0069,0
2026-02-03,AGT-0005,mistral-large,1105,595,0.0058,1
2026-02-04,AGT-0005,gemini-1.5-pro,1318,709,0.0121,1
